Problem,Package,File,Priority,Line,Description,Rule set,Rule
9,com.termux.shared.settings.properties,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/termux-shared/src/main/java/com/termux/shared/settings/properties/TermuxSharedProperties.java,3,458,This statement should have braces,Code Style,ControlStatementBraces
1,com.termux.shared.shell,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/termux-shared/src/main/java/com/termux/shared/shell/ResultSender.java,3,22,"All methods are static.  Consider using a utility class instead. Alternatively, you could add a private constructor or make the class abstract to silence this warning.",Design,UseUtilityClass
2,com.termux.shared.shell,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/termux-shared/src/main/java/com/termux/shared/shell/ResultSender.java,1,22,The utility class name 'ResultSender' doesn't match '[A-Z][a-zA-Z0-9]+(Utils?|Helper|Constants)',Code Style,ClassNamingConventions
3,com.termux.shared.shell,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/termux-shared/src/main/java/com/termux/shared/shell/ResultSender.java,3,43,This statement should have braces,Code Style,ControlStatementBraces
4,com.termux.shared.shell,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/termux-shared/src/main/java/com/termux/shared/shell/ResultSender.java,3,50,This statement should have braces,Code Style,ControlStatementBraces
5,com.termux.shared.shell,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/termux-shared/src/main/java/com/termux/shared/shell/ResultSender.java,3,74,This statement should have braces,Code Style,ControlStatementBraces
6,com.termux.shared.shell,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/termux-shared/src/main/java/com/termux/shared/shell/ResultSender.java,3,112,This statement should have braces,Code Style,ControlStatementBraces
7,com.termux.shared.shell,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/termux-shared/src/main/java/com/termux/shared/shell/ResultSender.java,3,132,This statement should have braces,Code Style,ControlStatementBraces
8,com.termux.shared.shell,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/termux-shared/src/main/java/com/termux/shared/shell/ResultSender.java,3,165,This statement should have braces,Code Style,ControlStatementBraces
9,com.termux.shared.shell,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/termux-shared/src/main/java/com/termux/shared/shell/ResultSender.java,3,176,This statement should have braces,Code Style,ControlStatementBraces
10,com.termux.shared.shell,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/termux-shared/src/main/java/com/termux/shared/shell/ResultSender.java,1,210,The local variable name 'error_or_output' doesn't match '[a-z][a-zA-Z0-9]*',Code Style,LocalVariableNamingConventions
11,com.termux.shared.shell,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/termux-shared/src/main/java/com/termux/shared/shell/ResultSender.java,3,232,Position literals first in String comparisons,Best Practices,LiteralsFirstInComparisons
12,com.termux.shared.shell,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/termux-shared/src/main/java/com/termux/shared/shell/ResultSender.java,3,233,This statement should have braces,Code Style,ControlStatementBraces
13,com.termux.shared.shell,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/termux-shared/src/main/java/com/termux/shared/shell/ResultSender.java,3,235,This statement should have braces,Code Style,ControlStatementBraces
14,com.termux.shared.shell,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/termux-shared/src/main/java/com/termux/shared/shell/ResultSender.java,3,239,This statement should have braces,Code Style,ControlStatementBraces
15,com.termux.shared.shell,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/termux-shared/src/main/java/com/termux/shared/shell/ResultSender.java,1,255,The local variable name 'temp_filename' doesn't match '[a-z][a-zA-Z0-9]*',Code Style,LocalVariableNamingConventions
16,com.termux.shared.shell,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/termux-shared/src/main/java/com/termux/shared/shell/ResultSender.java,3,273,This statement should have braces,Code Style,ControlStatementBraces
17,com.termux.shared.shell,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/termux-shared/src/main/java/com/termux/shared/shell/ResultSender.java,1,332,The local variable name 'temp_filename' doesn't match '[a-z][a-zA-Z0-9]*',Code Style,LocalVariableNamingConventions
18,com.termux.shared.shell,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/termux-shared/src/main/java/com/termux/shared/shell/ResultSender.java,3,333,This statement should have braces,Code Style,ControlStatementBraces
1,com.termux.shared.shell,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/termux-shared/src/main/java/com/termux/shared/shell/ShellUtils.java,3,9,"All methods are static.  Consider using a utility class instead. Alternatively, you could add a private constructor or make the class abstract to silence this warning.",Design,UseUtilityClass
2,com.termux.shared.shell,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/termux-shared/src/main/java/com/termux/shared/shell/ShellUtils.java,3,20,A catch statement should never catch throwable since it includes errors.,Error Prone,AvoidCatchingThrowable
3,com.termux.shared.shell,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/termux-shared/src/main/java/com/termux/shared/shell/ShellUtils.java,3,26,This statement should have braces,Code Style,ControlStatementBraces
4,com.termux.shared.shell,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/termux-shared/src/main/java/com/termux/shared/shell/ShellUtils.java,3,32,This statement should have braces,Code Style,ControlStatementBraces
5,com.termux.shared.shell,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/termux-shared/src/main/java/com/termux/shared/shell/ShellUtils.java,3,35,This statement should have braces,Code Style,ControlStatementBraces
6,com.termux.shared.shell,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/termux-shared/src/main/java/com/termux/shared/shell/ShellUtils.java,3,38,This statement should have braces,Code Style,ControlStatementBraces
7,com.termux.shared.shell,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/termux-shared/src/main/java/com/termux/shared/shell/ShellUtils.java,3,43,This statement should have braces,Code Style,ControlStatementBraces
8,com.termux.shared.shell,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/termux-shared/src/main/java/com/termux/shared/shell/ShellUtils.java,3,45,This statement should have braces,Code Style,ControlStatementBraces
9,com.termux.shared.shell,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/termux-shared/src/main/java/com/termux/shared/shell/ShellUtils.java,3,47,This statement should have braces,Code Style,ControlStatementBraces
10,com.termux.shared.shell,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/termux-shared/src/main/java/com/termux/shared/shell/ShellUtils.java,3,50,This statement should have braces,Code Style,ControlStatementBraces
1,com.termux.shared.shell,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/termux-shared/src/main/java/com/termux/shared/shell/StreamGobbler.java,3,85,"StringBuffers can grow quite a lot, and so may become a source of memory leak (if the owning class has a long life time).",Best Practices,AvoidStringBufferField
2,com.termux.shared.shell,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/termux-shared/src/main/java/com/termux/shared/shell/StreamGobbler.java,2,92,Use of modifier volatile is not recommended.,Multithreading,AvoidUsingVolatile
3,com.termux.shared.shell,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/termux-shared/src/main/java/com/termux/shared/shell/StreamGobbler.java,2,93,Use of modifier volatile is not recommended.,Multithreading,AvoidUsingVolatile
4,com.termux.shared.shell,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/termux-shared/src/main/java/com/termux/shared/shell/StreamGobbler.java,3,196,This statement should have braces,Code Style,ControlStatementBraces
5,com.termux.shared.shell,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/termux-shared/src/main/java/com/termux/shared/shell/StreamGobbler.java,3,204,This statement should have braces,Code Style,ControlStatementBraces
6,com.termux.shared.shell,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/termux-shared/src/main/java/com/termux/shared/shell/StreamGobbler.java,3,206,This statement should have braces,Code Style,ControlStatementBraces
7,com.termux.shared.shell,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/termux-shared/src/main/java/com/termux/shared/shell/StreamGobbler.java,3,207,This statement should have braces,Code Style,ControlStatementBraces
8,com.termux.shared.shell,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/termux-shared/src/main/java/com/termux/shared/shell/StreamGobbler.java,3,208,This statement should have braces,Code Style,ControlStatementBraces
9,com.termux.shared.shell,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/termux-shared/src/main/java/com/termux/shared/shell/StreamGobbler.java,3,230,Avoid empty catch blocks,Error Prone,EmptyCatchBlock
10,com.termux.shared.shell,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/termux-shared/src/main/java/com/termux/shared/shell/StreamGobbler.java,3,321,This statement should have braces,Code Style,ControlStatementBraces
11,com.termux.shared.shell,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/termux-shared/src/main/java/com/termux/shared/shell/StreamGobbler.java,3,322,This statement should have braces,Code Style,ControlStatementBraces
1,com.termux.shared.shell,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/termux-shared/src/main/java/com/termux/shared/shell/TermuxSession.java,3,70,This statement should have braces,Code Style,ControlStatementBraces
2,com.termux.shared.shell,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/termux-shared/src/main/java/com/termux/shared/shell/TermuxSession.java,3,72,This statement should have braces,Code Style,ControlStatementBraces
3,com.termux.shared.shell,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/termux-shared/src/main/java/com/termux/shared/shell/TermuxSession.java,3,78,This statement should have braces,Code Style,ControlStatementBraces
4,com.termux.shared.shell,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/termux-shared/src/main/java/com/termux/shared/shell/TermuxSession.java,3,115,This statement should have braces,Code Style,ControlStatementBraces
5,com.termux.shared.shell,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/termux-shared/src/main/java/com/termux/shared/shell/TermuxSession.java,3,120,This statement should have braces,Code Style,ControlStatementBraces
